id;texto;setor_destino;canal;urgencia_referencia;particao_recomendada
ATE-02260;Então, boa tarde, não consigo visualizar o boleto deste mês. Fico no aguardo.;financeiro;presencial;media;treino
ATE-02261;Também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que a página apresenta erro quando tento acessar.;suporte_tecnico;presencial;baixa;teste
ATE-02262;Por favor, pessoal, preciso solicitar um histórico escolar, mas tenho ainda outra questão: aparece uma mensagem de erro toda vez que faço login. Podem verificar?;secretaria_academica;portal;alta;treino
ATE-02263;Gente, preciso consultar uma pendência de empréstimo e, em paralelo, há uma questão pedagógica que preciso avaliar.;biblioteca;telefone;baixa;teste
ATE-02264;preciso atualizar um documento da matrícula preciso de um retorno!!!;secretaria_academica;portal;alta;treino
ATE-02265;O comprovante foi enviado, mas o débito continua aberto. Isso aconteceu desde o começo da semana.;financeiro;email;alta;treino
ATE-02266;Não consigo anexar o arquivo no portal, mas tenho ainda outra questão: preciso confirmar um estorno.;suporte_tecnico;email;media;treino
ATE-02267;Solicito orientação: o valor da parcela está diferente e também a plataforma fica em tela branca.;financeiro;chat;alta;teste
ATE-02268;"Gostaria de registrar, quero orientação acadêmica antes de escolher as próximas matérias; ao mesmo tempo, não consigo acessar a base de periódicos. Fico no aguardo.";biblioteca;email;media;teste
ATE-02269;"Preciso confirmar um estorno; além disso, não consigo acessar uma tela do sistema.";financeiro;email;media;validacao
ATE-02270;Depois de consultar as orientações disponíveis, meu acesso está bloqueado.;suporte_tecnico;telefone;media;validacao
ATE-02271;Boa tarde, meu nome saiu incorreto em um documento acadêmico. Agradeço se puderem olhar isso;secretaria_academica;presencial;media;teste
ATE-02272;"Quero confirmar a multa de um empréstimo atrasado; ao mesmo tempo, o aplicativo não carrega.";suporte_tecnico;chat;baixa;validacao
ATE-02273;Por favor, preciso consultar uma pendência de empréstimo e, em paralelo, o boleto continua pendente. Agradeço se puderem olhar isso.;biblioteca;chat;media;treino
ATE-02274;Quero confirmar o status da rematrícula. Isso aconteceu antes de enviar outro pedido.;secretaria_academica;presencial;media;teste
ATE-02275;n consigo acessar um artigo pelo portal da biblioteca?;biblioteca;portal;alta;treino
ATE-02276;Quero discutir uma situação pedagógica com a turma, mas tenho ainda outra questão: preciso solicitar um histórico escolar.;coordenacao;chat;media;treino
ATE-02277;Uma disciplina nao consta no meu registro;secretaria_academica;portal;alta;teste
ATE-02278;só queria entender, tambem preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que preciso corrigir meus dados acadêmicos. conseguem me orientar?;secretaria_academica;chat;alta;treino
ATE-02279;"Preciso corrigir meus dados acadêmicos; além disso, o acesso à biblioteca digital falhou; situação observada desde ontem.";secretaria_academica;telefone;baixa;treino
ATE-02280;O comprovante foi enviado, mas o débito continua aberto, antes da próxima aula.;financeiro;chat;alta;teste
ATE-02281;"Quero saber se um título está disponível; preciso de retorno.";biblioteca;chat;alta;treino
ATE-02282;"quero entender o procedimento de trancamento; situação observada para resolver ainda este mês.";secretaria_academica;presencial;media;treino
ATE-02283;quero discutir uma situação pedagógica com a turma;coordenacao;chat;alta;teste
ATE-02284;"Preciso solicitar aproveitamento de documentação já entregue; além disso, o boleto continua pendente.";secretaria_academica;portal;baixa;treino
ATE-02285;"Preciso atualizar um documento da matrícula; ao mesmo tempo, não consigo acessar a base de periódicos.";biblioteca;presencial;alta;teste
ATE-02286;Minha senha não funciona e, em paralelo, minha matrícula mostra uma informação estranha.;suporte_tecnico;telefone;media;treino
ATE-02287;O comprovante foi enviado, mas o débito continua aberto, para conseguir seguir com o processo.;financeiro;portal;baixa;treino
ATE-02288;estou com uma dúvida, tenho dúvida sobre um pagamento minha solicitação principal é: minha senha não funçiona obrigado;suporte_tecnico;email;alta;treino
ATE-02289;A devolução de um livro ainda não foi registrada. Isso aconteceu depois de tentar pelo portal.;biblioteca;email;baixa;treino
ATE-02290;um livro devolvido ainda aparece comigo!;biblioteca;email;media;treino
ATE-02291;Também tenho uma pendência de empréstimo. Minha solicitação principal é: não consigo visualizar o boletoo deste mês.;financeiro;telefone;baixa;treino
ATE-02292;O sistema fecha antes de concluir a operação, depois de consultar as orientações disponíveis.;suporte_tecnico;telefone;baixa;teste
ATE-02293;Gostaria de registrar, preciso solicitar um histórico escolar e também não consigo anexar o arquivo no portal. Como resolvo?;secretaria_academica;presencial;media;treino
ATE-02294;alguém consegue me ajudar, preciso corrigir meus dados acadêmicos conseguem me orientar;secretaria_academica;presencial;alta;treino
ATE-02295;Gostaria de solicitar apoio: oi, a plataforma fica em tela branca Obrigado.;suporte_tecnico;telefone;alta;treino
ATE-02296;Só queria entender, preciso da segunda via do boleto, mas tenho ainda outra questão: não consigo abrir o ambiente virtual. Podem verificar?;financeiro;portal;alta;treino
ATE-02297;Oi, minha senha nao funciona? Podem verificar?;suporte_tecnico;telefone;media;teste
ATE-02298;Gostaria de registrar, não consigo acessar um artigo pelo portal da biblioteca Obrigado.;biblioteca;chat;media;treino
ATE-02299;Por favor, não consigo anexar o arquivo no portal e, em paralelo, preciso conferir um livro.;suporte_tecnico;presencial;media;treino
ATE-02300;Meu acesso está bloqueado;suporte_tecnico;portal;baixa;treino
ATE-02301;Então, o desconto da mensalidade não apareceu.;financeiro;presencial;media;teste
ATE-02302;"Por favor, quero entender uma cobrança na mensalidade; além disso, também preciso confirmar um documento acadêmico.";financeiro;telefone;media;treino
ATE-02303;Oi, preciso solicitar um histórico escolar.;secretaria_academica;email;baixa;treino
ATE-02304;Meu acesso está bloqueado?;suporte_tecnico;email;alta;treino
ATE-02305;"POR FAVOR, NÃO CONSIGO ANEXAR O ARQUIVO NO PORTAL; ALÉM DISSO, QUERO DISCUTIR UMA DECISÃO ACADÊMICA Podem verificar?";suporte_tecnico;chat;alta;treino
ATE-02306;Pessoal, meu acesso está bloqueado. Agradeço se puderem olhar isso.;suporte_tecnico;email;alta;teste
ATE-02307;O aplicativo não carrega. Isso aconteceu para resolver ainda este mês.;suporte_tecnico;telefone;alta;teste
ATE-02308;queria uma orientação, a plataforma fica em tela branca. conseguem me orientar?;suporte_tecnico;chat;alta;treino
ATE-02309;Depois de tentar pelo portal, o desconto da mensalidade não apareceu.;financeiro;chat;baixa;treino
ATE-02310;preciso da segunda via do boleto?;financeiro;portal;media;treino
ATE-02311;Depois de tentar pelo portal, uma disciplina nao consta no meu registro.;secretaria_academica;presencial;baixa;treino
ATE-02312;preciso de ajuda, o comprovante foi enviado, mas o débito continua aberto. preciso de um retorno.;financeiro;telefone;media;treino
ATE-02313;Preciso saber o horário de atendimnto da biblioteca e, em paralelo, não consigo acessar uma tela do sistema.;biblioteca;telefone;media;teste
ATE-02314;"Preciso discutir equivalência de conteúdo entre disciplinas; situação observada no semestre atual.";coordenacao;presencial;alta;teste
ATE-02315;oi, quero informações sobre calendário de matrícula e, em paralelo, tenho dúvida sobre um pagamento. obrigada.;secretaria_academica;chat;media;treino
ATE-02316;Boa tarde, quero saber sobre a emissão de declaração Como resolvo?;secretaria_academica;telefone;alta;treino
ATE-02317;quero orientação sobre uma situação com uma disciplina? 🙂;coordenacao;chat;media;treino
ATE-02318;por favor, preciso de orientação sobre uma decisão acadêmica q não é apenas cadastral? preciso de um retorno.;coordenacao;presencial;alta;treino
ATE-02319;Bom dia, minha matrícula mostra uma informação estranha. Minha solicitação principal é: quero entender uma cobrança na mensalidade. Obrigado!;financeiro;presencial;alta;treino
ATE-02320;Venho informar, a página apresenta erro quando tento acessar. Podem verificar?;suporte_tecnico;presencial;baixa;teste
ATE-02321;Então, preciso de informações sobre vencimento e juros e também um livro devolvido ainda aparece comigo.;financeiro;presencial;media;teste
ATE-02322;O desconto da mensalidade não apareceu e também quero orientação sobre uma situação com uma disciplina.;financeiro;chat;media;treino
ATE-02323;preciso corrigir meus dados acadêmicos;secretaria_academica;email;baixa;teste
ATE-02324;"Gostaria de solicitar apoio: preciso confirmar um estorno. Além disso, a plataforma fica em tela branca; preciso de retorno.";suporte_tecnico;portal;media;treino
ATE-02325;tenho dúvida sobre um registro, mas o q preciso resolver primeiro é q preciso consultar uma pendência de empréstimo!;biblioteca;presencial;alta;treino
ATE-02326;Então, não consigo acessar uma tela do sistema, mas o que preciso resolver primeiro é que preciso saber o horário de atendimento da biblioteca.;biblioteca;telefone;baixa;treino
ATE-02327;Não consigo abrir o ambiente virtual. Isso aconteceu na solicitação que abri recentemente.;suporte_tecnico;email;alta;teste
ATE-02328;"Gente, tenho um problema recorrente em uma turma e preciso de orientação; além disso, o acesso à biblioteca digital falhou.";coordenacao;chat;media;treino
ATE-02329;Preciso de ajuda, preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral, mas tenho ainda outra questão: o valor da parcela está diferente. Como resolvo?;coordenacao;chat;baixa;treino
ATE-02330;preciso atualizar um documento da matrícula;secretaria_academica;telefone;media;teste
ATE-02331;preciso solicitar um histórico escolar, desde a última atualização do sistema.;secretaria_academica;email;media;treino
ATE-02332;"preciso conversar sobre a organização da minha grade; além disso, o boleto continua pendente.";coordenacao;chat;alta;treino
ATE-02333;quero reservar um exemplar.;biblioteca;email;baixa;validacao
ATE-02334;"Preciso solicitar um histórico escolar; além disso, o boleto continua pendente!";secretaria_academica;portal;media;treino
ATE-02335;Preciso saber o horário de atendimento da biblioteca e, em paralelo, tenho dúvida sobre um pagamento.;biblioteca;telefone;baixa;validacao
ATE-02336;preciso de informações sobre vencimento e juros;financeiro;portal;media;teste
ATE-02337;Por favor, preciso solicitar um histórico escolar, desde o começo da semana.;secretaria_academica;presencial;media;treino
ATE-02338;Oi, a plataforma fica em tela branca e, em paralelo, quero discutir uma decisão acadêmica.;suporte_tecnico;portal;media;treino
ATE-02339;minha matrícula não aparece corretamente;secretaria_academica;portal;media;treino
ATE-02340;"Só queria entender, preciso de informações sobre vencimento e juros; além disso, também tenho uma pendência de empréstimo. Obrigada.";financeiro;presencial;baixa;treino
ATE-02341;Minha matrícula mostra uma informação estranha, mas o que preciso resolver primeiro é que fiz o pagamento e ainda aparece pendência.;financeiro;portal;media;treino
ATE-02342;Quero entender uma cobrança na mensalidade Isso pode ser verificado, por favor?;financeiro;portal;media;treino
ATE-02343;"Gostaria de registrar, minha matrícula não aparece corretamente; além disso, meu login falha às vezes.";secretaria_academica;chat;baixa;validacao
ATE-02344;Por favor, a devoluçao de um livro ainda não foi registrada Isso pode ser verificado, por favor?;biblioteca;presencial;media;validacao
ATE-02345;Solicito orientação: o link de recuperação de senha não chega e, em paralelo, também preciso de orientação sobre uma disciplina.;suporte_tecnico;presencial;media;validacao
ATE-02346;O comprovante foi enviado, mas o débito continua aberto e também a plataforma fica em tela branca;financeiro;telefone;alta;treino
ATE-02347;Registro a seguinte situação: quero discutir uma decisão acadêmica, mas o que preciso resolver primeiro é que quero informações sobre calendário de matrícula.;secretaria_academica;telefone;media;treino
ATE-02348;há uma questão pedagógica que preciso avaliar, mas o que preciso resolver primeiro é que preciso saber o horário de atendimento da biblioteca.;biblioteca;email;baixa;treino
ATE-02349;"Preciso falar com a coordenação sobre meu planejamento acadêmico; além disso, o portal também está dando erro Podem verificar?";coordenacao;chat;media;treino
ATE-02350;O link de recuperação de senha não chega. Além disso, preciso da segunda via do boleto.;financeiro;presencial;alta;validacao
ATE-02351;A plataforma fica em tela branca?;suporte_tecnico;chat;media;treino
ATE-02352;Queria uma orientação, o comprovante foi enviado, mas o débito continua aberto Obrigado.;financeiro;chat;media;treino
ATE-02353;Olá, o aplicativo não carrega? Preciso de um retorno.;suporte_tecnico;presencial;baixa;validacao
ATE-02354;Solicito orientação: o acesso à biblioteca digital falhou. Minha solicitação principal é: quero orientação sobre uma situação com uma disciplina.;coordenacao;telefone;media;treino
ATE-02355;Estou com uma dúvida, tenho um problema recorrente em uma turma e preciso de orientação. Conseguem me orientar?;coordenacao;presencial;baixa;treino
ATE-02356;"Preciso solicitar aproveitamento de documentação já entregue; situação observada desde a última atualização do sistema.";secretaria_academica;presencial;media;treino
ATE-02357;olá, tenho dúvida sobre um pagamento, mas o que preciso resolver primeiro é que não consigo anexar o arquivo no portal. conseguem me orientar?;suporte_tecnico;presencial;alta;treino
ATE-02358;"A plataforma fica em tela branca; além disso, minha matrícula mostra uma informação estranha";suporte_tecnico;presencial;media;validacao
ATE-02359;Não consigo anexar o arquivo no portal e também quero reservar um exemplar;suporte_tecnico;email;media;treino
ATE-02360;Por favor, também preciso de orientação sobre uma disciplina. Minha solicitação principal é: o comprovante foi enviado, mas o débito continua aberto.;financeiro;email;media;treino
ATE-02361;Também apareceu uma cobrança que não reconheço. Minha solicitação principal é: não consigo entrar no portal.;suporte_tecnico;presencial;baixa;treino
ATE-02362;"preciso confirmar um estorno; além disso, quero discutir uma decisão acadêmica.";financeiro;email;media;treino
ATE-02363;n consigo acessar a base de periódicos;biblioteca;telefone;baixa;treino
ATE-02364;Meu pagamento ainda não foi reconhecido?;financeiro;presencial;baixa;treino
ATE-02365;;financeiro;portal;media;treino
ATE-02366;Preciso avaliar uma situação excepcional no meu percurso acadêmico, antes de enviar outro pedido.;coordenacao;chat;media;treino
ATE-02367;Bom dia, não consigo entrar no portal? Preciso de um retorno.;suporte_tecnico;email;media;validacao
ATE-02368;Então, quero informações sobre calendário de matricula, mas tenho ainda outra questão: o aplicativo não carrega.;secretaria_academica;portal;media;treino
ATE-02369;quero reservar um exemplar e também preciso confirmar um estorno.;biblioteca;telefone;alta;teste
ATE-02370;quero saber sobre a emissão de declaração e, em paralelo, o boleto continua pendente.;secretaria_academica;presencial;alta;treino
ATE-02371;"Quero confirmar o status da rematrícula; além disso, meu login falha às vezes.";secretaria_academica;presencial;baixa;teste
ATE-02372;"Preciso discutir equivalência de conteúdo entre disciplinas; além disso, tenho dúvida sobre um pagamento.";coordenacao;chat;media;treino
ATE-02373;Preciso de informações sobre vencimento e juros, depois de tentar pelo portal.;financeiro;telefone;media;teste
ATE-02374;Tenho um problema recorrente em uma turma e preciso de orientação. Isso aconteceu depois de tentar pelo portal.;coordenacao;presencial;alta;treino
ATE-02375;"Quero confirmar o status da rematrícula; ao mesmo tempo, não consigo acessar a base de periódicos.";biblioteca;email;media;validacao
ATE-02376;Registro a seguinte situação: preciso de informações sobre vencimento e juros e também preciso avaliar uma situação excepcional no meu percurso acadêmico.;financeiro;email;alta;treino
ATE-02377;preciso da segunda via do boleto?;financeiro;presencial;media;treino
ATE-02378;Quero entender o procedimento de trancamento. Isso aconteceu para organizar minha situação.;secretaria_academica;email;baixa;teste
ATE-02379;Tenho um problema recorrente em uma turma e preciso de orientação. Isso aconteceu antes de enviar outro pedido.;coordenacao;portal;media;treino
ATE-02380;Oi, queria uma orientação, quero conversar sobre pré-requisitos e sequência de disciplinas. Obrigado.;coordenacao;chat;media;treino
ATE-02381;"pessoal, quero orientação acadêmica antes de escolher as próximas matérias; ao mesmo tempo, preciso corrigir meus dados acadêmicos preciso de um retorno";secretaria_academica;email;media;treino
ATE-02382;preciso solicitar um histórico escolar!;secretaria_academica;telefone;baixa;treino
ATE-02383;Olá, queria uma orientação, quero discutir uma situação pedagógica com a turma e, em paralelo, também tenho uma pendência de empréstimo. Como resolvo?;coordenacao;portal;baixa;treino
ATE-02384;"Estou com uma dúvida, quero entender uma cobrança na mensalidade; além disso, não consigo acessar uma tela do sistema. Conseguem me orientar?";financeiro;presencial;baixa;treino
ATE-02385;"Solicito orientação: tenho um problema recorrente em uma turma e preciso de orientação; ao mesmo tempo, a plataforma fica em tela branca.";suporte_tecnico;chat;media;teste
ATE-02386;também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que a plataforma fica em tela branca.;suporte_tecnico;email;media;teste
ATE-02387;Antes de enviar outro pedido, uma disciplina não consta no meu registro.;secretaria_academica;telefone;media;treino
ATE-02388;"Então, alguém consegue me ajudar, preciso conversar sobre a organização da minha grade; ao mesmo tempo, minha senha não funciona. Obrigada; preciso de retorno.";suporte_tecnico;portal;media;treino
ATE-02389;preciso da segunda via do boleto e, em paralelo, há uma questão pedagógica que preciso avaliar;financeiro;email;baixa;treino
ATE-02390;ENTÃO, FIZ O PAGAMENTO E AINDA APARECE PENDÊNCIA?;financeiro;email;alta;teste
ATE-02391;Preciso atualizar um documento da matrícula e, em paralelo, também tenho uma pendência de empréstimo.;secretaria_academica;chat;media;treino
ATE-02392;Para resolver ainda este mês, meu pagamento ainda não foi reconhecido.;financeiro;portal;baixa;treino
ATE-02393;Não consigo abrir o ambiente virtual;suporte_tecnico;chat;alta;treino
ATE-02394;Oi, o aceso à biblioteca digital falhou, mas o que preciso resolver primeiro é que preciso corrigir meus dados acadêmicos.;secretaria_academica;chat;baixa;treino
ATE-02395;quero saber se um título está disponível e também não consigo anexar o arquivo no portal;biblioteca;portal;alta;teste
ATE-02396;Olá, preciso confirmar um estorno e, em paralelo, há uma questão pedagógica que preciso avaliar. Fico no aguardo.;financeiro;presencial;baixa;validacao
ATE-02397;O link de recuperação de senha não chega, mas tenho ainda outra questão: quero conversar sobre pré-requisitos e sequência de disciplinas.;suporte_tecnico;email;alta;treino
ATE-02398;O boleto continua pendente, mas o que preciso resolver primeiro é que não consigo entrar no portal Podem verificar?;suporte_tecnico;email;alta;treino
ATE-02399;Tenho dúvida sobre um registro, mas o que preciso resolver primeiro é que minha senha não funciona.;suporte_tecnico;email;baixa;validacao
ATE-02400;"Não consigo anexar o arquivo no portal; ao mesmo tempo, quero saber sobre a emissão de declaração.";secretaria_academica;telefone;alta;treino
ATE-02401;Minha senha não funçiona e, em paralelo, tenho dúvida sobre um pagamento.;suporte_tecnico;portal;baixa;treino
ATE-02402;Preciso de ajuda, há uma questão pedagógica que preciso avaliar, mas o que preciso resolver primeiro é que minha senha não funçiona. Podem verificar?;suporte_tecnico;chat;baixa;treino
ATE-02403;"quero informações sobre calendário de matrícula; situação observada desde ontem.";secretaria_academica;portal;baixa;validacao
ATE-02404;"Preciso saber o horário de atendimento da biblioteca; além disso, tenho dúvida sobre um registro, depois de tentar pelo portal.";biblioteca;telefone;media;treino
ATE-02405;alguém consegue me ajudar, o boleto continua pendente minha solicitação principal é: quero entender o procedimento de trancamento obrigada;secretaria_academica;portal;alta;validacao
ATE-02406;Quero entender o procedimento de trancamento. Isso aconteceu no semestre atual.;secretaria_academica;chat;media;teste
ATE-02407;Olá, o aplicativo não carrega;suporte_tecnico;portal;alta;treino
ATE-02408;Antes do início das aulas, não consigo acessar um artigo pelo portal da biblioteca.;biblioteca;email;media;treino
ATE-02409;Não consigo acessar a base de periódicos. Isso aconteceu antes do prazo informado.;biblioteca;chat;alta;treino
ATE-02410;Nesta semana, preciso conversar sobre a organização da minha grade.;coordenacao;telefone;alta;validacao
ATE-02411;"quero discutir uma situação pedagógica com a turma; ao mesmo tempo, minha matrícula não aparece corretamente.";secretaria_academica;presencial;baixa;treino
ATE-02412;"Quero saber se um título está disponível; além disso, quero discutir uma decisão acadêmica.";biblioteca;chat;baixa;treino
ATE-02413;Por favor, não consigo entrar no portal.;suporte_tecnico;portal;media;validacao
ATE-02414;Boa tarde, meu pagamento ainda não foi reconhecido? Obrigado;financeiro;email;media;treino
ATE-02415;Preciso falar com a coordenação sobre meu planejamento acadêmico Obrigado.;coordenacao;telefone;alta;treino
ATE-02416;"Preciso atualizar um documento da matrícula; situação observada depois de consultar as orientações disponíveis.";secretaria_academica;chat;baixa;treino
ATE-02417;Por favor, nao consigo acessar a base de periódicos.;biblioteca;telefone;baixa;teste
ATE-02418;gostaria de registrar, uma disciplina n consta no meu registro. como resolvo?;secretaria_academica;chat;baixa;treino
ATE-02419;"Quero discutir uma situação pedagógica com a turma; ao mesmo tempo, quero entender uma cobrança na mensalidade.";financeiro;presencial;baixa;treino
ATE-02420;Bom dia, não consigo entrar no portal?;suporte_tecnico;portal;baixa;treino
ATE-02421;Olá, tenho dúvida sobre um pagamento, mas o que preciso resolver primeiro é que quero informações sobre calendário de matrícula.;secretaria_academica;chat;baixa;teste
ATE-02422;Tenho dúvida sobre um pagamento, mas o que preciso resolver primeiro é que aparece uma mensagem de erro toda vez que faço login!;suporte_tecnico;presencial;media;teste
ATE-02423;Também tenho uma pendência de empréstimo. Minha solicitação principal é: quero entender o procedimento de trancamento.;secretaria_academica;portal;media;teste
ATE-02424;O desconto da mensalidade não apareceu? Isso pode ser verificado, por favor?;financeiro;chat;media;teste
ATE-02425;Preciso confirmar um estorno. Isso aconteceu desde ontem.;financeiro;chat;alta;treino
ATE-02426;Bom dia, há uma questão pedagógica que preciso avaliar. Minha solicitação principal é: a plataforma fica em tela branca. Obrigada.;suporte_tecnico;portal;baixa;treino
ATE-02427;"Solicito orientação: quero saber se um título está disponível; ao mesmo tempo, o link de recuperação de senha não chega.";suporte_tecnico;portal;alta;treino
ATE-02428;o valor da parcela está diferente!;financeiro;chat;alta;treino
ATE-02429;Registro a seguinte situação: venho informar, meu login falha às vezes, mas o que preciso resolver primeiro é que quero negociar uma pendência financeira. Fico no aguardo.;financeiro;chat;media;treino
ATE-02430;Gente, preciso corrigir meus dados acadêmicos, mas tenho ainda outra questão: quero reservar um exemplar.;secretaria_academica;email;media;treino
ATE-02431;Antes de enviar outro pedido, o desconto da mensalidade não apareceu.;financeiro;telefone;baixa;teste
ATE-02432;Preciso de informações sobre vencimento e juros Como resolvo?;financeiro;email;media;treino
ATE-02433;Então, pessoal, o desconto da mensalidade não apareceu Preciso de um retorno.;financeiro;presencial;media;teste
ATE-02434;Oi, olá, o desconto da mensalidade nao apareceu Isso pode ser verificado, por favor?;financeiro;telefone;baixa;treino
ATE-02435;Quero orientação acadêmica antes de escolher as próximas matérias;coordenacao;presencial;baixa;validacao
ATE-02436;preciso saber o horário de atendimento da biblioteca e, em paralelo, também preciso confirmar um documento acadêmico;biblioteca;presencial;media;teste
ATE-02437;Desde ontem, o comprovante foi enviado, mas o débito continua aberto.;financeiro;email;baixa;validacao
ATE-02438;oi, preciso conferir um livro, mas o que preciso resolver primeiro é que fiz o pagamento e ainda aparece pendência isso pode ser verificado, por favor;financeiro;telefone;baixa;validacao
ATE-02439;Depois de consultar as orientações disponíveis, preciso atualizar um documento da matrícula.;secretaria_academica;presencial;media;treino
ATE-02440;Preciso solicitar aproveitamento de documentação já entregue, para resolver ainda este mês.;secretaria_academica;portal;media;treino
ATE-02441;Por favor, quero confirmar o status da rematrícula. Isso aconteceu nesta semana.;secretaria_academica;email;alta;treino
ATE-02442;Boa tarde, o portal também está dando erro. Minha solicitação principal é: quero orientação sobre uma situação com uma disciplina. Podem verificar?;coordenacao;telefone;baixa;treino
ATE-02443;Olá, quero orientação acadêmica antes de escolher as próximas matérias e, em paralelo, minha matrícula mostra uma informação estranha.;coordenacao;portal;media;treino
ATE-02444;"Por favor, o link de recuperação de senha não chega; além disso, também tenho uma pendência de empréstimo.";suporte_tecnico;presencial;alta;treino
ATE-02445;aparece uma mensagem de erro toda vez que faço login. além disso, quero saber se um título está disponível.;biblioteca;chat;media;treino
ATE-02446;"O aplicativo não carrega; situação observada antes da próxima aula.";suporte_tecnico;telefone;alta;validacao
ATE-02447;"A plataforma fica em tela branca; situação observada antes do prazo informado.";suporte_tecnico;telefone;media;treino
ATE-02448;Também tenho uma pendência de empréstimo. Minha solicitação principal é: aparece uma mensagem de erro toda vez que faço login!;suporte_tecnico;portal;baixa;validacao
ATE-02449;Olá, também tenho uma pendência de empréstimo, mas o que preciso resolver primeiro é que minha senha não funciona.;suporte_tecnico;portal;alta;validacao
ATE-02450;aparece uma mensagem de erro toda vez que faço login e, em paralelo, tenho dúvida sobre um pagamento.;suporte_tecnico;telefone;alta;treino
ATE-02451;Só queria entender, quero orientação sobre uma situação com uma disciplina. Fico no aguardo.;coordenacao;email;alta;treino
ATE-02452;Preciso corrigir meus dados acadêmicos. Isso aconteceu desde o começo da semana.;secretaria_academica;portal;media;treino
ATE-02453;Então, fiz o pagamento e ainda aparece pendência e também a plataforma fica em tela branca.;financeiro;portal;media;validacao
ATE-02454;Gente, gostaria de registrar, preciso discutir equivalência de conteúdo entre disciplinas;coordenacao;email;media;treino
ATE-02455;Meu acesso está bloqueado. Além disso, não consigo acessar um artigo pelo portal da biblioteca.;biblioteca;presencial;media;validacao
ATE-02456;Não consigo visualizar o boleto deste mês. Isso aconteceu antes da próxima aula.;financeiro;email;baixa;validacao
ATE-02457;quero confirmar o status da rematrícula e, em paralelo, também apareceu uma cobrança q não reconheço;secretaria_academica;presencial;media;treino
ATE-02458;Olá, não consigo acessar um artigo pelo portal da biblioteca;biblioteca;presencial;alta;treino
ATE-02459;olá, quero confirmar a multa de um empréstimo atrasado. além disso, quero negociar uma pendência financeira. podem verificar?;financeiro;email;baixa;treino
ATE-02460;Gente, quero entender uma cobrança na mensalidade?;financeiro;email;media;teste
ATE-02461;O sistema fecha antes de concluir a operação?;suporte_tecnico;presencial;baixa;teste
ATE-02462;REGISTRO A SEGUINTE SITUAÇÃO: A DEVOLUÇÃO DE UM LIVRO AINDA NÃO FOI REGISTRADA.;biblioteca;email;media;treino
ATE-02463;Então, oi, o sistema fecha antes de concluir a operação e, em paralelo, tenho dúvida sobre um pagamento. Como resolvo?;suporte_tecnico;email;alta;teste
ATE-02464;"um livro devolvido ainda aparece comigo; além disso, tenho dúvida sobre um pagamento. ...";biblioteca;telefone;alta;treino
ATE-02465;o valor da parcela está diferente. além disso, não consigo acessar a base de periódicos.;biblioteca;telefone;media;treino
ATE-02466;Preciso solicitar um histórico escolar, mas tenho ainda outra questão: o sistema fecha antes de concluir a operação.;secretaria_academica;presencial;baixa;validacao
ATE-02467;Então, por favor, minha senha não funciona Fico no aguardo.;suporte_tecnico;telefone;media;treino
ATE-02468;Por favor, preciso solicitar aproveitamento de documentação já entregue;secretaria_academica;portal;alta;treino
ATE-02469;Registro a seguinte situação: quero entender uma cobrança na mensalidade e também quero saber se um título está disponível.;financeiro;presencial;media;treino
ATE-02470;Tenho dúvida sobre um pagamento. Minha solicitação principal é: aparece uma mensagem de erro toda vez que faço login.;suporte_tecnico;portal;alta;treino
ATE-02471;quero confirmar o status da rematrícula e também a devolução de um livro ainda não foi registrada.;secretaria_academica;presencial;alta;teste
ATE-02472;"o link de recuperação de senha não chega; preciso de retorno.";suporte_tecnico;chat;media;treino
ATE-02473;venho informar, a devolução de um livro ainda não foi registrada? obrigado.;biblioteca;chat;media;treino
ATE-02474;Preciso de ajuda, preciso de informações sobre vencimento e juros, mas tenho ainda outra questão: quero conversar sobre pré-requisitos e sequência de disciplinas. Obrigado.;financeiro;chat;media;treino
ATE-02475;Estou com uma dúvida, quero entender uma cobrança na mensalidade Obrigado.;financeiro;email;baixa;teste
ATE-02476;Alguém consegue me ajudar, meu nome saiu incorreto em um documento acadêmico Como resolvo?;secretaria_academica;chat;media;treino
ATE-02477;Para organizar minha situação, por favor, preciso renovar um livro.;biblioteca;email;baixa;treino
ATE-02478;queria uma orientação, meu login falha às vezes, mas o que preciso resolver primeiro é que preciso avaliar uma situação excepcional no meu percurso acadêmico. fico no aguardo.;coordenacao;telefone;media;treino
ATE-02479;Gente, também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que quero negociar uma pendência financeira!;financeiro;presencial;baixa;treino
ATE-02480;"Preciso discutir equivalência de conteúdo entre disciplinas; situação observada antes da próxima aula.";coordenacao;email;alta;treino
ATE-02481;Então, a plataforma fica em tela branca e também quero saber sobre a emissão de declaração.;suporte_tecnico;presencial;alta;treino
ATE-02482;Bom dia, preciso atualizar um documento da matrícula.;secretaria_academica;telefone;baixa;treino
ATE-02483;Preciso discutir equivalência de conteúdo entre disciplinas;coordenacao;presencial;media;validacao
ATE-02484;"Não consigo acessar um artigo pelo portal da biblioteca; além disso, tenho dúvida sobre um registro.";biblioteca;portal;baixa;validacao
